frame,x,y,bbox_x,bbox_y,bbox_w,bbox_h,area,aspect_ratio,extent,eccentricity,laplacian_variance,gaussian_fit_residual_sum,fitted_sigma_aspect_ratio,Ag_gaussian_amplitude,sigma_x_pixels,sigma_y_pixels,fwhm_x_pixels,fwhm_y_pixels,fwhm_avg_pixels,gaussian_offset,r_squared_gaussian,rmse_gaussian,Ibcnt,Ib_photons_emitted,Idetect_photons_camera,Iphelect_photoelectrons,siamese_embedding,particle
26,74.84,37.45142857142857,68,30,14,16,175,0.875,0.78125,0.6115574548788707,1975.837158203125,38847.84348543013,1.7545643844181893,205.2328299091919,1.9368998789018086,3.398415543705017,4.561399214813759,8.003268605425315,6.2823339101195375,41.7292504447453,0.9245599699282842,14.899250889209187,941744.0,6278293.333333333,94174.4,66863.824,"[ 2.0151556  -4.385271    1.5153532  -4.093282   -0.51520413  0.11789045
  0.11095896  2.406804    2.5426984   0.5593751   0.52074456  1.4777733
  4.732449   -1.3689852  -0.79735327  0.6840976  -0.45364887 -2.9920862
 -1.0472152  -6.776895   -1.8663839   5.842126    1.0347506   0.6002251
  4.4172735  -1.0124438  -0.8538327   0.63816416 -0.9458708  -5.5120482
 -4.01043     3.0260324  -2.6452477   1.7571259  -1.0196656   6.006471
 -2.6377685  -0.7295444   2.9378672   0.6772744  -0.4777112  -1.010667
 -1.8852209   0.31811708 -0.125723   -1.6750082   0.7471087   0.25693512
  3.941757   -2.286369   -0.59131813  1.6497484   4.131468   -0.07139174
  0.66742265 -1.5759184  -0.07062218  1.4977977  -2.7099774   2.653215
  1.231803    0.50314426 -1.5902506   0.83810997 -3.2329376   0.78553927
 -1.8559529   1.1879928  -5.0016108  -2.787313   -1.0473442   1.4313447
 -8.3845625  -0.5873628   0.880724    5.4064245  -3.3824227  -1.4516422
 -0.4003582  -2.1971626   2.9147882  -1.233558   -1.9310012  -0.3168495
 -0.556001    0.657657    4.2956786   2.8638692   1.2290076   0.6709304
  5.1886516   3.1253908   2.5598242  -4.2372704  -0.24278188 -0.022591
 -0.19607341 -0.40553114  2.3682563   0.83981097 -0.9645561  -0.44660246
 -2.0278842   1.1265484   0.44620407  1.5076244  -0.6058216   1.2452129
  1.4182917  -4.352545    3.0262198  -1.3276592   0.21514873 -0.1509358
  0.766878    3.1973846  -1.250395   -0.8921942  -3.7187905   2.697374
  6.0178795  -0.50005805  1.619443    2.6649864  -2.2737753  -0.3284651
  3.515933   -0.40797   ]",0
27,74.50828729281768,36.6353591160221,68,29,14,16,181,0.875,0.8080357142857143,0.6374282539670392,1976.4921875,40108.74636245397,2.2230413780392837,226.54352037652694,1.6770062415943163,3.728054266294309,3.949349698954615,8.779567797123098,6.364458748038857,32.53676327597303,0.9364926319261403,14.8860768428241,1092816.0,7285440.0,109281.59999999999,77589.93599999999,"[ 2.010049   -4.3930483   1.5176727  -4.0937343  -0.51959175  0.11944702
  0.11234596  2.4051428   2.544741    0.56148857  0.521826    1.475804
  4.7373013  -1.3692237  -0.7976061   0.676947   -0.45287746 -2.991721
 -1.0450513  -6.776976   -1.8680863   5.8420115   1.0422438   0.5976999
  4.4187746  -1.0127248  -0.8539822   0.64561117 -0.95110625 -5.4996433
 -4.006263    3.023683   -2.6431704   1.7543699  -1.0172222   6.008277
 -2.634599   -0.7294042   2.9355636   0.67904586 -0.47742838 -1.0091975
 -1.8845972   0.31713158 -0.12443412 -1.6763998   0.7428107   0.2599082
  3.9403381  -2.2849138  -0.58928263  1.6507657   4.1279764  -0.07167051
  0.6716858  -1.5772877  -0.07161054  1.4918046  -2.7095978   2.653666
  1.2293602   0.50617117 -1.5941125   0.8436923  -3.2329333   0.7826885
 -1.8582515   1.1899433  -5.00083    -2.783967   -1.0489292   1.4321127
 -8.393867   -0.58785456  0.8803957   5.4065094  -3.381574   -1.45369
 -0.40016806 -2.1958737   2.916101   -1.2365996  -1.9289447  -0.31831267
 -0.55762243  0.6565215   4.288675    2.8646946   1.2288402   0.66744363
  5.192697    3.126128    2.5602818  -4.242264   -0.24267769 -0.02157701
 -0.19458377 -0.4008915   2.3664138   0.84139    -0.964959   -0.44407904
 -2.0250058   1.12476     0.44412112  1.508368   -0.6049041   1.246038
  1.4281472  -4.3495593   3.026288   -1.3286467   0.2155944  -0.15108022
  0.7675817   3.199734   -1.2499427  -0.8943998  -3.7196686   2.697511
  6.0238113  -0.49986693  1.6197604   2.666072   -2.2734993  -0.3284483
  3.516346   -0.40866393]",0
28,74.57317073170732,36.73780487804878,68,29,14,16,164,0.875,0.7321428571428571,0.6374728157808404,2251.136474609375,25243.084324411117,1.9482508069409261,209.5482305653485,1.6516628705857985,3.2178535204131484,3.8896660602295556,7.578045040572965,5.733855550401261,43.792191773515526,0.9462230848474408,12.406500146316672,759344.0,5062293.333333333,75934.4,53913.42399999999,"[ 2.0162745  -4.3868985   1.517483   -4.0943704  -0.514136    0.11445504
  0.11179647  2.4063232   2.5424588   0.55719954  0.52109003  1.4772949
  4.7358284  -1.369062   -0.79670084  0.68510944 -0.45345482 -2.9922931
 -1.0466166  -6.7761664  -1.8661779   5.8418193   1.035529    0.5997217
  4.4150734  -1.0106153  -0.8542861   0.6377021  -0.9436566  -5.512541
 -4.010545    3.025285   -2.6435783   1.756717   -1.021311    6.0069966
 -2.6390874  -0.7291837   2.9372952   0.6774904  -0.47854543 -1.0133425
 -1.884712    0.31725883 -0.12565267 -1.6744491   0.7461523   0.25907612
  3.9420497  -2.2856226  -0.5901253   1.6499169   4.1345844  -0.07139834
  0.67074704 -1.5761626  -0.0721738   1.497742   -2.7089112   2.6534836
  1.2324418   0.50670415 -1.5914636   0.8356075  -3.233052    0.7878176
 -1.855822    1.1892174  -5.001547   -2.7856612  -1.0473621   1.4317014
 -8.387467   -0.587078    0.87997276  5.405584   -3.3818784  -1.4522475
 -0.4002437  -2.196122    2.9163527  -1.2353965  -1.9308914  -0.31723276
 -0.5563783   0.6574402   4.2940745   2.8644624   1.2293789   0.66998994
  5.187155    3.1258748   2.5601225  -4.236351   -0.2422545  -0.02020038
 -0.19441044 -0.40659115  2.3694656   0.8405334  -0.96358407 -0.44521058
 -2.028212    1.12682     0.44730163  1.5077784  -0.6056129   1.2455184
  1.4164271  -4.3524284   3.0265322  -1.3292171   0.21391635 -0.15113124
  0.76661384  3.1969864  -1.2502598  -0.8923215  -3.7188032   2.6974695
  6.0198016  -0.50042295  1.6208557   2.6647913  -2.2726948  -0.32843065
  3.5146558  -0.40820903]",0
29,73.60509554140127,35.394904458598724,67,28,14,16,157,0.875,0.7008928571428571,0.6914495107688708,2795.63232421875,31573.13367499037,1.894908603502332,215.04450516982584,1.746359215084415,3.3091911014690374,4.112675951523797,7.793145043959583,5.95291049774169,39.08693437491858,0.9366069406435024,14.181070561177147,726304.0,4842026.666666666,72630.4,51567.583999999995,"[ 2.013085   -4.389024    1.5161475  -4.098529   -0.5163283   0.11691654
  0.11023131  2.4074376   2.5433445   0.5564025   0.5202346   1.4794055
  4.7336726  -1.3693559  -0.80041635  0.6851843  -0.4523635  -2.991982
 -1.0476301  -6.778257   -1.8672001   5.842302    1.0381231   0.6008001
  4.4176254  -1.0121889  -0.85334     0.63799417 -0.94521374 -5.510236
 -4.009846    3.026776   -2.644367    1.7573303  -1.0160418   6.0061407
 -2.639291   -0.727268    2.9419754   0.6772784  -0.47725266 -1.0046284
 -1.886096    0.3187663  -0.12517273 -1.6720113   0.74704003  0.2584033
  3.9415429  -2.2865334  -0.5893395   1.6497476   4.1322994  -0.07178975
  0.66026664 -1.5764678  -0.07133743  1.5042336  -2.7099407   2.6530743
  1.2315181   0.50827557 -1.5910623   0.8357831  -3.2322667   0.7780775
 -1.8552457   1.1895504  -5.0035934  -2.7840667  -1.0474776   1.4330819
 -8.385663   -0.5867849   0.8809189   5.4081664  -3.3847098  -1.4506832
 -0.4003725  -2.1979783   2.913907   -1.2351857  -1.9323776  -0.31672314
 -0.5558916   0.6577773   4.2902455   2.8633068   1.2289572   0.67124784
  5.1898212   3.1256032   2.5597386  -4.2391024  -0.24314013 -0.02178896
 -0.19405258 -0.39935967  2.3589933   0.83902514 -0.96462595 -0.44504535
 -2.0285919   1.1231736   0.44405317  1.507221   -0.6062613   1.2452437
  1.4172273  -4.352061    3.025885   -1.3272003   0.21087717 -0.15084413
  0.7673279   3.1982098  -1.2503582  -0.8943264  -3.7196133   2.6977236
  6.0208435  -0.5000396   1.6196197   2.66527    -2.276089   -0.32849586
  3.5167615  -0.4074592 ]",0
30,73.07142857142857,35.267857142857146,66,28,14,16,168,0.875,0.75,0.6457214290531865,1794.1575927734375,33569.43764845919,2.0570752521455233,206.4071301036773,1.6910637525345502,3.4786453951391647,3.982455137218866,8.192209905552733,6.087332521385799,37.59723099015834,0.9313158615983056,14.135702361072424,1046192.0,6974613.333333333,104619.2,74279.632,"[ 2.0074105  -4.393074    1.513068   -4.091942   -0.5152821   0.11768112
  0.1110644   2.4052079   2.543992    0.561858    0.5207572   1.4761797
  4.733711   -1.3687819  -0.7975632   0.68734574 -0.451805   -2.992488
 -1.0464151  -6.7752423  -1.8668792   5.8418903   1.0368155   0.59856534
  4.4171968  -1.0113701  -0.85264575  0.6419414  -0.9479541  -5.501964
 -4.0090036   3.0234725  -2.6334417   1.7575049  -1.0203567   6.006232
 -2.6361892  -0.73202825  2.9357715   0.6764082  -0.47699168 -1.0106647
 -1.8850691   0.3178913  -0.1255182  -1.6667928   0.7449125   0.25260687
  3.9389975  -2.2854936  -0.58727884  1.650438    4.1277604  -0.07110975
  0.6731515  -1.577697   -0.06987521  1.4942579  -2.7079434   2.654633
  1.2319171   0.51125354 -1.5937517   0.84438825 -3.2326565   0.7890769
 -1.8557097   1.1887004  -4.9994087  -2.792149   -1.0477862   1.4290285
 -8.391527   -0.58768874  0.87873226  5.405521   -3.3806086  -1.4519645
 -0.40059713 -2.1944234   2.9145813  -1.2287389  -1.9299302  -0.31810072
 -0.55728984  0.6563987   4.297928    2.8636246   1.2280636   0.67125905
  5.1887593   3.1256135   2.5609767  -4.244174   -0.24265599 -0.02232636
 -0.19280803 -0.39610437  2.361989    0.8409662  -0.9626187  -0.4421146
 -2.0270097   1.1202306   0.44287252  1.5081421  -0.60497224  1.2458383
  1.4180602  -4.3507347   3.0252953  -1.329425    0.21757005 -0.15198168
  0.76805747  3.1980522  -1.2492669  -0.89470404 -3.7152472   2.7013853
  6.019156   -0.49955174  1.618204    2.666454   -2.2727783  -0.3285572
  3.5153577  -0.40822548]",0
31,73.28873239436619,36.429577464788736,67,30,13,14,142,0.9285714285714286,0.7802197802197802,0.6481861988533878,2450.922119140625,26752.32209759151,1.8242119576411409,222.29312331017937,1.8331967683660577,3.344139465562459,4.3171783895020654,7.875448441399591,6.096313415450828,27.991548533688622,0.9462873683909719,13.725765351705567,814672.0,5431146.666666667,81467.2,57841.71199999999,"[ 2.0119953  -4.3938427   1.5155376  -4.0985703  -0.5156247   0.11173889
  0.11117449  2.4060144   2.5434108   0.5564057   0.52089596  1.4794081
  4.737581   -1.3691471  -0.80232275  0.6907252  -0.4509532  -2.9927883
 -1.0471654  -6.7757215  -1.8665656   5.843551    1.0358744   0.60040253
  4.4141254  -1.0092282  -0.85311484  0.6402978  -0.9405677  -5.5145607
 -4.01188     3.0247073  -2.6331959   1.7592537  -1.0201075   6.0070367
 -2.6419115  -0.72799563  2.940812    0.67667645 -0.47885844 -1.0072615
 -1.8861759   0.31822652 -0.1269679  -1.6649057   0.74662244  0.26162767
  3.9409251  -2.28569    -0.5863496   1.6503227   4.132433   -0.0711543
  0.67433476 -1.5772159  -0.07206175  1.5022604  -2.7075207   2.6547878
  1.2320186   0.5150585  -1.5934736   0.8367709  -3.232822    0.78957665
 -1.8518568   1.193378   -5.004288   -2.7860928  -1.048032    1.4295819
 -8.398934   -0.5858335   0.8781219   5.405367   -3.3825133  -1.450954
 -0.40101683 -2.1952555   2.9143438  -1.2289425  -1.9311621  -0.318239
 -0.55653995  0.6571509   4.2982426   2.864835    1.2287649   0.67305136
  5.1865716   3.1265275   2.56073    -4.243161   -0.24313444 -0.01802123
 -0.1937908  -0.39455953  2.3571494   0.8394568  -0.9626967  -0.4389913
 -2.0302715   1.1200548   0.44321465  1.5086157  -0.6044969   1.2450411
  1.4098674  -4.3500004   3.0259762  -1.3322723   0.21127014 -0.15139052
  0.76775384  3.198044   -1.2506573  -0.8954088  -3.7160494   2.7031076
  6.0218506  -0.5018294   1.6194812   2.6655884  -2.2744358  -0.3283599
  3.5146875  -0.40775895]",0
32,71.81333333333333,34.70666666666666,66,27,13,16,150,0.8125,0.7211538461538461,0.6779459391898728,2238.848876953125,27739.577380549174,2.0650809528548266,219.8725680778435,1.6328460860996872,3.3719593513480164,3.845352532764763,7.940964272424578,5.89315840259467,35.1560211046093,0.9441966718006819,13.598915981442337,785024.0,5233493.333333333,78502.4,55736.704,"[ 2.0141902  -4.387896    1.5148913  -4.092951   -0.5132322   0.1157158
  0.11051956  2.4067795   2.5424504   0.55528873  0.5228028   1.479007
  4.7320266  -1.3693771  -0.7988061   0.6884166  -0.4529671  -2.9920552
 -1.0491171  -6.7765317  -1.8650101   5.842446    1.0388843   0.5993662
  4.417541   -1.0110445  -0.8535354   0.6385485  -0.9476506  -5.5130234
 -4.0117893   3.0269141  -2.6415796   1.7580363  -1.016978    6.0061917
 -2.639673   -0.73160005  2.9402025   0.6760437  -0.47841814 -1.0115422
 -1.8854684   0.3185265  -0.12456787 -1.6736157   0.747689    0.25739574
  3.9422443  -2.2863834  -0.59139717  1.6499364   4.1347857  -0.07178303
  0.6669024  -1.575991   -0.07299182  1.5001389  -2.7119222   2.6530888
  1.2342877   0.5047245  -1.5914631   0.8395128  -3.23263     0.7791039
 -1.8537692   1.1864662  -5.000042   -2.7853131  -1.04753     1.4341447
 -8.385036   -0.5867548   0.8805886   5.4065146  -3.3842235  -1.4506134
 -0.4006136  -2.198905    2.915373   -1.2327721  -1.931501   -0.3166695
 -0.555785    0.657919    4.2881103   2.8635435   1.2291193   0.6743283
  5.187205    3.125434    2.559698   -4.239581   -0.24340388 -0.02396405
 -0.19543326 -0.4026591   2.364896    0.8391268  -0.9647106  -0.44718444
 -2.030327    1.1223558   0.44330716  1.5072731  -0.6060175   1.2451384
  1.4168425  -4.3532124   3.027722   -1.3275552   0.21322404 -0.1508452
  0.76684797  3.1962605  -1.2506607  -0.892528   -3.718572    2.6964757
  6.0154886  -0.50386345  1.6171728   2.6648614  -2.2756398  -0.32847947
  3.5162895  -0.40761882]",0
33,73.38916256157636,34.51724137931034,66,26,15,18,203,0.8333333333333334,0.7518518518518519,0.6218108748514454,1518.3468017578125,39225.615936219576,1.938457074893563,202.40305763123217,1.7444822991080182,3.381604054732527,4.108255814399383,7.963677548895101,6.035966681647242,44.01394767680055,0.9256313783219918,13.900706282552372,936640.0,6244266.666666666,93663.99999999999,66501.43999999999,"[ 2.0073462  -4.3919487   1.5189782  -4.0999904  -0.5178165   0.11726174
  0.11115173  2.4063694   2.5434146   0.5584832   0.51945686  1.4777757
  4.7384114  -1.3690417  -0.80054533  0.6842608  -0.4529977  -2.9912562
 -1.0447358  -6.7774987  -1.8688668   5.8422017   1.0407473   0.59779376
  4.4154224  -1.0095934  -0.85413     0.63979757 -0.945718   -5.5006337
 -4.0062304   3.0239477  -2.6395113   1.7565172  -1.012845    6.0062966
 -2.6385543  -0.72632885  2.9393191   0.67680043 -0.47677824 -1.0068896
 -1.884866    0.31796682 -0.12587023 -1.6683911   0.7432201   0.25684357
  3.9407446  -2.2856705  -0.58542943  1.6499976   4.1333933  -0.07146481
  0.6621368  -1.5770234  -0.06843111  1.5029192  -2.7067974   2.653133
  1.2289115   0.51318014 -1.5951475   0.83736193 -3.2323709   0.7846081
 -1.8571585   1.1908785  -5.004787   -2.7835681  -1.0477164   1.4312906
 -8.388794   -0.58784205  0.88008326  5.407311   -3.3831446  -1.4512854
 -0.4003036  -2.1947992   2.9146843  -1.2372178  -1.930977   -0.3173721
 -0.5565486   0.65718824  4.288033    2.8636303   1.2291583   0.6672578
  5.1899924   3.1260958   2.5598817  -4.242741   -0.24263042 -0.01999033
 -0.19145596 -0.39709905  2.3554063   0.83980405 -0.963755   -0.4398973
 -2.0268416   1.1255432   0.44316912  1.5074867  -0.6054659   1.2461504
  1.4163309  -4.349946    3.025482   -1.329091    0.21163808 -0.15102276
  0.7672727   3.1984675  -1.2499348  -0.89708465 -3.7189317   2.6963124
  6.0268235  -0.49748597  1.6202041   2.6655173  -2.2748768  -0.32864785
  3.5159824  -0.4083764 ]",0
34,72.97448979591837,34.35204081632653,66,26,15,18,196,0.8333333333333334,0.725925925925926,0.6413429131667099,1891.2972412109375,66582.02823783213,1.9041288922273072,204.32264769665363,1.9202788971210585,3.656458529142596,4.522256802720093,8.610959836130814,6.566608319425454,38.8728724892625,0.8870987892475578,18.43106686286025,827216.0,5514773.333333333,82721.59999999999,58732.335999999996,"[ 2.013119   -4.392093    1.5180701  -4.097374   -0.51856226  0.11432424
  0.11006007  2.4072366   2.5413828   0.55884546  0.52095866  1.4796866
  4.738218   -1.3690655  -0.8011811   0.6868368  -0.45148444 -2.9911861
 -1.0477521  -6.776523   -1.8662462   5.8419595   1.0388502   0.6001612
  4.416153   -1.0112922  -0.85399735  0.6360351  -0.941771   -5.5126505
 -4.008871    3.026723   -2.642776    1.7580132  -1.0152211   6.004767
 -2.6393402  -0.7226713   2.9412956   0.6770567  -0.47715664 -1.0069555
 -1.8854592   0.31877232 -0.12665677 -1.6727393   0.7458192   0.26340723
  3.9418037  -2.2869322  -0.5897074   1.6495142   4.1377788  -0.07148304
  0.6634846  -1.5758181  -0.06926677  1.5068616  -2.7099488   2.6524422
  1.2310995   0.5096361  -1.5930148   0.8378142  -3.2319891   0.781016
 -1.8548337   1.1899278  -5.0018916  -2.7830577  -1.0466558   1.4311723
 -8.3867855  -0.5871571   0.8809082   5.406983   -3.3835588  -1.4495844
 -0.40069398 -2.1976266   2.9135153  -1.2362891  -1.9320176  -0.31582466
 -0.5552847   0.658173    4.290874    2.8625252   1.2290441   0.67190766
  5.1878686   3.1247613   2.55903    -4.2399945  -0.24319464 -0.02148212
 -0.19451654 -0.40242133  2.3596044   0.8387548  -0.964645   -0.4419924
 -2.0285766   1.123118    0.44348562  1.5064209  -0.6058476   1.2457477
  1.4138868  -4.35151     3.0253086  -1.3271235   0.2101876  -0.15121296
  0.7664984   3.196472   -1.2505649  -0.89436406 -3.71776     2.6970904
  6.0243573  -0.5006691   1.6180938   2.664487   -2.2765849  -0.32915437
  3.5157564  -0.4075665 ]",0
35,71.36723163841808,32.779661016949156,64,25,15,17,177,0.8823529411764706,0.6941176470588235,0.6798645160218163,2465.777099609375,57091.31855693708,2.3005370232928217,215.49450633321962,1.516167749709191,3.4880000417285584,3.570575050565145,8.214240098270755,5.89240757441795,43.008082237848534,0.8957788380338173,17.959672111583128,937072.0,6247146.666666667,93707.2,66532.112,"[ 2.0104141  -4.391943    1.5165921  -4.0972476  -0.5179123   0.11904654
  0.11100426  2.4064107   2.544206    0.559061    0.52149653  1.4777429
  4.738396   -1.3688155  -0.8022573   0.68488705 -0.45254427 -2.992145
 -1.0481805  -6.777558   -1.8686254   5.842139    1.0401073   0.59996283
  4.417674   -1.0130928  -0.853678    0.6411365  -0.9493353  -5.504448
 -4.008747    3.025547   -2.639001    1.7581425  -1.0138367   6.007124
 -2.6381013  -0.7242508   2.9387147   0.6776389  -0.47702926 -1.0053359
 -1.8858616   0.31852692 -0.12576902 -1.6701723   0.7465254   0.25845337
  3.9399698  -2.2857103  -0.58849704  1.6501839   4.132171   -0.07130782
  0.66631365 -1.5767974  -0.07059667  1.500639   -2.7091377   2.6539555
  1.2311175   0.51030433 -1.5939493   0.83927107 -3.2322154   0.78339744
 -1.8551315   1.1895797  -5.0043793  -2.783136   -1.0479182   1.4333193
 -8.391296   -0.58686364  0.87994295  5.4078035  -3.3831823  -1.451622
 -0.40030462 -2.197682    2.916031   -1.2325474  -1.9307896  -0.31757286
 -0.5567444   0.6571229   4.2883487   2.8637292   1.2289828   0.6704792
  5.1910625   3.1257174   2.560679   -4.240418   -0.24347919 -0.02126897
 -0.19613957 -0.39589438  2.35658     0.8403888  -0.9635197  -0.4445988
 -2.0279303   1.1215991   0.44408703  1.5075253  -0.6055203   1.2455124
  1.4175068  -4.3505235   3.026328   -1.3276587   0.2125219  -0.15133044
  0.7676625   3.1990068  -1.2497977  -0.89541596 -3.7183118   2.6989515
  6.0194287  -0.50032413  1.6201762   2.665655   -2.2754319  -0.3287683
  3.517225   -0.4075191 ]",0
36,73.75675675675676,34.57837837837838,67,26,14,18,185,0.7777777777777778,0.7341269841269841,0.6730812905661485,1870.38818359375,41771.63635770373,2.2778605113904784,223.08154273118117,1.6016331996035837,3.648297019108987,3.7718461850664395,8.591739480001666,6.181792832534052,39.812276946138056,0.9309791252494658,15.026397737334143,1045680.0,6971200.0,104568.0,74243.28,"[ 2.012616   -4.3915462   1.5195631  -4.0929728  -0.5147783   0.11671057
  0.1111134   2.4062393   2.5433404   0.5628552   0.5247283   1.4783376
  4.743394   -1.3689823  -0.7983849   0.68436736 -0.45442152 -2.9914622
 -1.0476017  -6.777226   -1.8671222   5.843097    1.0398871   0.59687483
  4.4171906  -1.0102329  -0.8540323   0.63950884 -0.9479429  -5.5087485
 -4.008776    3.0247226  -2.6446319   1.7565405  -1.0156865   6.0070224
 -2.6391222  -0.727211    2.9400592   0.67662346 -0.4774499  -1.011926
 -1.8847945   0.3178283  -0.12474991 -1.6767739   0.7441348   0.2649989
  3.941872   -2.2855606  -0.59017885  1.6502688   4.130272   -0.07131087
  0.6704732  -1.5766519  -0.07342526  1.4952849  -2.7116013   2.653571
  1.2315499   0.50430524 -1.5972049   0.84537506 -3.2328746   0.7840198
 -1.8555173   1.1893897  -5.0041423  -2.78293    -1.0483365   1.4343272
 -8.39133    -0.58740604  0.88019186  5.406696   -3.3833454  -1.4516724
 -0.40043885 -2.1977494   2.9155872  -1.2347709  -1.9304191  -0.3174987
 -0.55648994  0.65734625  4.287905    2.864237    1.2291573   0.66844296
  5.189191    3.1268504   2.559741   -4.2409596  -0.24303967 -0.02104986
 -0.19460225 -0.4028847   2.367361    0.8397213  -0.9654516  -0.44554627
 -2.0277846   1.1283556   0.44440973  1.5080675  -0.6051401   1.2458712
  1.4234401  -4.349717    3.02663    -1.3293415   0.21773694 -0.15092674
  0.7674484   3.1981456  -1.2504722  -0.89398116 -3.7183456   2.6973834
  6.0219707  -0.5045414   1.6194385   2.665352   -2.2756193  -0.32865238
  3.5164793  -0.40820014]",0
37,73.03954802259886,34.389830508474574,67,26,13,17,177,0.7647058823529411,0.8009049773755657,0.6171026553200152,1901.06494140625,35520.25627895997,1.751097432832379,205.61020610991906,1.941786151210543,3.4002567444942473,4.572906386100828,8.007604633283952,6.29025550969239,43.92258985456869,0.931504049318682,14.166136170650892,798176.0,5321173.333333333,79817.59999999999,56670.49599999999,"[ 2.007584   -4.3906164   1.5165547  -4.0989966  -0.51709     0.11785483
  0.11025563  2.4068193   2.5410848   0.55615145  0.5197487   1.4798533
  4.7390714  -1.3694434  -0.80350804  0.6912157  -0.45276618 -2.9909894
 -1.0466726  -6.7760863  -1.8663435   5.8425055   1.03399     0.59869426
  4.417279   -1.0086625  -0.8537451   0.63406694 -0.9405677  -5.512252
 -4.0080757   3.0253875  -2.6414611   1.7574902  -1.0106076   6.004514
 -2.640156   -0.7254031   2.9420247   0.67564064 -0.47735626 -1.0049944
 -1.8846772   0.31903988 -0.12642896 -1.667285    0.743773    0.2604165
  3.9420316  -2.2862089  -0.5878912   1.6494668   4.134053   -0.07187059
  0.66116214 -1.5760268  -0.06663558  1.5099981  -2.707249    2.6526022
  1.2301006   0.5115802  -1.5960284   0.8371464  -3.2320902   0.7859055
 -1.8525454   1.1892715  -5.007334   -2.7856295  -1.0465102   1.4333558
 -8.387242   -0.5874303   0.88024825  5.4069047  -3.3839374  -1.4490788
 -0.4008196  -2.1964743   2.9098017  -1.2341474  -1.9307868  -0.31551626
 -0.5547522   0.65800023  4.29129     2.8628628   1.2292984   0.67192686
  5.1868296   3.125557    2.558941   -4.241165   -0.24304768 -0.02057207
 -0.18953717 -0.39734033  2.3525932   0.838164   -0.96475995 -0.43722403
 -2.0288053   1.1258966   0.44150996  1.5066283  -0.6059642   1.2456491
  1.410981   -4.3505435   3.0259035  -1.328022    0.21055184 -0.15077654
  0.7662897   3.1963995  -1.2504926  -0.8955206  -3.7173107   2.696175
  6.024088   -0.49905756  1.6159674   2.6645708  -2.2766693  -0.32876801
  3.515498   -0.4077626 ]",0
38,73.47126436781609,35.14367816091954,66,27,15,17,174,0.8823529411764706,0.6823529411764706,0.6386984526402774,1776.923828125,34622.006070892035,2.0620417473653943,199.73086841010308,1.6187638424486848,3.337958622254806,3.8121888489666524,7.860892555410068,5.83654070218836,37.61186308871189,0.9239437809318856,14.105922386871303,963904.0,6426026.666666667,96390.4,68437.184,"[ 2.012563   -4.393462    1.5171336  -4.0941224  -0.51353925  0.1136477
  0.11028549  2.4068885   2.543888    0.558855    0.522506    1.4792258
  4.738029   -1.3689326  -0.79946315  0.68666464 -0.45148453 -2.9924057
 -1.048491   -6.7783113  -1.8668512   5.8425174   1.0406183   0.5994798
  4.417471   -1.0118918  -0.85292625  0.6400176  -0.94792885 -5.509266
 -4.0111156   3.0263333  -2.6354315   1.7584957  -1.0193549   6.006357
 -2.6397674  -0.7266598   2.9421625   0.6769082  -0.47733593 -1.0100703
 -1.8863935   0.3182931  -0.12459327 -1.6723384   0.74696064  0.26353836
  3.941201   -2.2862732  -0.5893208   1.6502755   4.133868   -0.07127146
  0.6698139  -1.5772523  -0.0749366   1.5000064  -2.7114055   2.654275
  1.2338604   0.5094186  -1.593912    0.84449625 -3.2323089   0.78108823
 -1.8555912   1.1893154  -5.0006604  -2.7874312  -1.0479813   1.430866
 -8.390667   -0.5866224   0.88006276  5.407803   -3.3840454  -1.450931
 -0.40059084 -2.197989    2.9160523  -1.2317559  -1.9330417  -0.31761995
 -0.5567393   0.6572144   4.290648    2.8635125   1.2284539   0.67176497
  5.1899843   3.1261454   2.560465   -4.2425714  -0.24338916 -0.02259243
 -0.19470954 -0.39747855  2.3639243   0.839561   -0.9640533  -0.4467126
 -2.028891    1.1205384   0.4436854   1.5077324  -0.6055662   1.2454864
  1.4200633  -4.352214    3.0255485  -1.3285078   0.21394144 -0.15186992
  0.76813287  3.1982038  -1.2500775  -0.8939864  -3.7174253   2.6996734
  6.0225544  -0.5035368   1.6200639   2.6659176  -2.2756414  -0.32887816
  3.5164948  -0.4074226 ]",0
